activity_frequency,category_count,event_type_count,unique_products,unique_brands,average_spend
1,1,1,1,1,167.31
1,1,1,1,1,201.55
1,1,1,1,1,240.93
1,1,1,1,1,643.23
1,1,1,1,1,105.51
1,1,1,1,1,358.57
1,1,1,1,1,321.52
1,1,1,1,1,272.59
1,1,1,1,1,197.12
1,1,1,1,1,120.72
1,1,1,1,1,758.31
1,1,1,1,1,859.37
1,1,1,1,1,25.53
1,1,1,1,1,70.27
1,1,1,1,1,130.25
1,1,1,1,1,30.63
1,1,1,1,1,462.82
1,1,1,1,1,288.04
1,1,1,1,1,154.11
1,1,1,1,1,200.78
1,1,1,1,1,488.89
1,1,1,1,1,257.36
1,1,1,1,1,220.01
1,1,1,1,1,159.91
1,1,1,1,1,56.63
1,1,1,1,1,307.83
1,1,1,1,1,325.82
1,1,1,1,1,170.89
1,1,1,1,1,342.09
1,1,1,1,1,146.44
1,1,1,1,1,729.75
1,1,1,1,1,154.16
1,1,1,1,1,409.02
1,1,1,1,1,107.5
1,1,1,1,1,10.27
1,1,1,1,1,254.52
1,1,1,1,1,833.74
1,1,1,1,1,511.72
1,1,1,1,1,196.86
1,1,1,1,1,46.33
1,1,1,1,1,369.37
1,1,1,1,1,928.47
1,1,1,1,1,232.18
1,1,1,1,1,25.71
1,1,1,1,1,643.49
1,1,1,1,1,621.46
1,1,1,1,1,125.5
1,1,1,1,1,15.42
1,1,1,1,1,797.65
1,1,1,1,1,262.3
1,1,1,1,1,135.65
1,1,1,1,1,164.74
1,1,1,1,1,179.9
1,1,1,1,1,130.47
1,1,1,1,1,766.76
1,1,1,1,1,43.82
1,1,1,1,1,508.47
1,1,1,1,1,462.82
1,1,1,1,1,19.54
1,1,1,1,1,102.58
1,1,1,1,1,224.89
1,1,1,1,1,249.31
1,1,1,1,1,308.86
1,1,1,1,1,102.71
1,1,1,1,1,720.45
1,1,1,1,1,88.03
1,1,1,1,1,227.03
1,1,1,1,1,97.3
1,1,1,1,1,71.79
1,1,1,1,1,975.57
1,1,1,1,1,66.64
1,1,1,1,1,591.73
1,1,1,1,1,43.76
1,1,1,1,1,295.76
1,1,1,1,1,291.05
1,1,1,1,1,51.46
1,1,1,1,1,54.33
1,1,1,1,1,270.02
1,1,1,1,1,7.7
1,1,1,1,1,64.33
1,1,1,1,1,157.53
1,1,1,1,1,374.72
1,1,1,1,1,378.58
1,1,1,1,1,712.76
1,1,1,1,1,503.23
1,1,1,1,1,537.72
1,1,1,1,1,257.38
1,1,1,1,1,51.22
1,1,1,1,1,250.38
1,1,1,1,1,194.34
1,1,1,1,1,591.78
1,1,1,1,1,463.3
1,1,1,1,1,462.41
1,1,1,1,1,691.65
1,1,1,1,1,378.53
1,1,1,1,1,144.32
1,1,1,1,1,698.87
1,1,1,1,1,7.7
1,1,1,1,1,193.03
1,1,1,1,1,246.27
1,1,1,1,1,131.02
1,1,1,1,1,370.4
1,1,1,1,1,23.1
1,1,1,1,1,257.15
1,1,1,1,1,128.68
1,1,1,1,1,54.03
1,1,1,1,1,130.25
1,1,1,1,1,334.6
1,1,1,1,1,246.16
1,1,1,1,1,166.01
1,1,1,1,1,622.53
1,1,1,1,1,92.64
1,1,1,1,1,253.54
1,1,1,1,1,370.2
1,1,1,1,1,223.95
1,1,1,1,1,27.03
1,1,1,1,1,197.95
1,1,1,1,1,180.91
1,1,1,1,1,334.11
1,1,1,1,1,965.02
1,1,1,1,1,370.1
1,1,1,1,1,696.29
1,1,1,1,1,15.89
1,1,1,1,1,31.07
1,1,1,1,1,189.97
1,1,1,1,1,319.91
1,1,1,1,1,530.0
1,1,1,1,1,741.07
1,1,1,1,1,485.54
1,1,1,1,1,285.51
1,1,1,1,1,367.58
1,1,1,1,1,411.08
1,1,1,1,1,64.35
1,1,1,1,1,122.65
1,1,1,1,1,239.7
1,1,1,1,1,298.32
1,1,1,1,1,745.21
2,1,1,2,2,87.15
1,1,1,1,1,144.12
1,1,1,1,1,143.4
1,1,1,1,1,99.75
1,1,1,1,1,43.76
1,1,1,1,1,59.18
1,1,1,1,1,73.79
1,1,1,1,1,503.23
1,1,1,1,1,108.09
1,1,1,1,1,298.15
1,1,1,1,1,537.72
1,1,1,1,1,475.94
1,1,1,1,1,90.98
1,1,1,1,1,385.9
1,1,1,1,1,12.59
1,1,1,1,1,36.01
1,1,1,1,1,131.66
1,1,1,1,1,59.18
1,1,1,1,1,823.44
1,1,1,1,1,61.52
1,1,1,1,1,72.07
1,1,1,1,1,116.73
1,1,1,1,1,130.99
2,1,1,2,2,325.475
2,1,1,2,1,66.745
1,1,1,1,1,131.02
1,1,1,1,1,730.26
1,1,1,1,1,635.51
1,1,1,1,1,203.41
1,1,1,1,1,396.15
1,1,1,1,1,47.36
1,1,1,1,1,411.59
1,1,1,1,1,656.13
1,1,1,1,1,172.05
1,1,1,1,1,131.64
1,1,1,1,1,200.66
1,1,1,1,1,308.47
2,1,2,1,1,23.12
1,1,1,1,1,61.76
1,1,1,1,1,25.71
1,1,1,1,1,82.63
1,1,1,1,1,97.79
1,1,1,1,1,64.02
1,1,1,1,1,483.41
1,1,1,1,1,22.38
1,1,1,1,1,285.4
1,1,1,1,1,250.93
1,1,1,1,1,290.6
1,1,1,1,1,431.9
1,1,1,1,1,92.87
1,1,1,1,1,15.42
1,1,1,1,1,288.04
1,1,1,1,1,257.38
1,1,1,1,1,259.36
1,1,1,1,1,22.37
1,1,1,1,1,121.08
1,1,1,1,1,43.5
1,1,1,1,1,684.68
1,1,1,1,1,278.85
1,1,1,1,1,131.53
1,1,1,1,1,174.99
1,1,1,1,1,30.37
1,1,1,1,1,458.42
1,1,1,1,1,136.17
1,1,1,1,1,111.66
1,1,1,1,1,369.37
1,1,1,1,1,745.89
1,1,1,1,1,948.26
1,1,1,1,1,245.28
1,1,1,1,1,170.92
1,1,1,1,1,196.86
1,1,1,1,1,160.62
1,1,1,1,1,282.89
1,1,1,1,1,129.99
1,1,1,1,1,975.57
1,1,1,1,1,231.64
1,1,1,1,1,49.82
1,1,1,1,1,229.42
1,1,1,1,1,975.57
1,1,1,1,1,153.67
1,1,1,1,1,244.27
1,1,1,1,1,60.23
1,1,1,1,1,380.7
1,1,1,1,1,115.81
1,1,1,1,1,128.68
1,1,1,1,1,64.22
1,1,1,1,1,121.19
1,1,1,1,1,179.28
1,1,1,1,1,40.93
1,1,1,1,1,75.7
1,1,1,1,1,151.99
1,1,1,1,1,132.95
1,1,1,1,1,132.05
1,1,1,1,1,334.63
1,1,1,1,1,212.1
1,1,1,1,1,596.82
1,1,1,1,1,767.88
1,1,1,1,1,167.06
1,1,1,1,1,60.23
1,1,1,1,1,51.22
1,1,1,1,1,421.81
1,1,1,1,1,553.3
1,1,1,1,1,231.67
1,1,1,1,1,614.95
1,1,1,1,1,334.39
1,1,1,1,1,332.03
1,1,1,1,1,204.61
1,1,1,1,1,591.78
1,1,1,1,1,88.8
1,1,1,1,1,261.73
1,1,1,1,1,293.18
1,1,1,1,1,197.79
2,1,2,2,2,590.7
1,1,1,1,1,172.23
1,1,1,1,1,98.08
1,1,1,1,1,287.95
1,1,1,1,1,509.46
1,1,1,1,1,180.16
1,1,1,1,1,458.28
1,1,1,1,1,16.99
1,1,1,1,1,172.23
1,1,1,1,1,136.17
1,1,1,1,1,10.27
1,1,1,1,1,347.5
1,1,1,1,1,88.42
1,1,1,1,1,74.23
1,1,1,1,1,913.54
1,1,1,1,1,720.67
2,1,1,1,1,642.9949999999999
1,1,1,1,1,278.1
1,1,1,1,1,110.42
1,1,1,1,1,98.51
1,1,1,1,1,183.43
1,1,1,1,1,149.3
1,1,1,1,1,283.12
1,1,1,1,1,77.2
1,1,1,1,1,358.57
1,1,1,1,1,349.82
1,1,1,1,1,367.35
1,1,1,1,1,36.01
1,1,1,1,1,239.36
1,1,1,1,1,46.38
1,1,1,1,1,185.69
1,1,1,1,1,230.74
1,1,1,1,1,100.39
1,1,1,1,1,38.33
1,1,1,1,1,154.16
1,1,1,1,1,120.93
1,1,1,1,1,89.84
1,1,1,1,1,975.57
1,1,1,1,1,23.05
1,1,1,1,1,289.53
1,1,1,1,1,59.15
1,1,1,1,1,231.64
1,1,1,1,1,30.63
1,1,1,1,1,25.74
1,1,1,1,1,378.1
1,1,1,1,1,38.03
1,1,1,1,1,283.12
1,1,1,1,1,972.74
1,1,1,1,1,74.23
1,1,1,1,1,136.17
1,1,1,1,1,694.97
1,1,1,1,1,200.78
1,1,1,1,1,20.57
1,1,1,1,1,7.7
1,1,1,1,1,35.78
1,1,1,1,1,293.4
1,1,1,1,1,48.37
1,1,1,1,1,118.92
1,1,1,1,1,334.6
1,1,1,1,1,635.48
1,1,1,1,1,174.39
1,1,1,1,1,100.39
1,1,1,1,1,257.38
1,1,1,1,1,148.01
1,1,1,1,1,360.09
1,1,1,1,1,476.18
1,1,1,1,1,386.08
1,1,1,1,1,787.09
1,1,1,1,1,270.25
1,1,1,1,1,462.39
1,1,1,1,1,162.94
1,1,1,1,1,153.9
1,1,1,1,1,295.99
1,1,1,1,1,97.3
1,1,1,1,1,536.83
1,1,1,1,1,656.36
1,1,1,1,1,286.84
1,1,1,1,1,437.39
1,1,1,1,1,66.87
1,1,1,1,1,161.88
1,1,1,1,1,46.08
1,1,1,1,1,274.65
1,1,1,1,1,189.94
1,1,1,1,1,170.91
1,1,1,1,1,236.53
1,1,1,1,1,802.54
1,1,1,1,1,44.69
1,1,1,1,1,145.13
1,1,1,1,1,563.7
1,1,1,1,1,122.53
1,1,1,1,1,76.94
1,1,1,1,1,42.45
1,1,1,1,1,231.64
1,1,1,1,1,25.48
1,1,1,1,1,240.93
1,1,1,1,1,694.72
1,1,1,1,1,46.31
1,1,1,1,1,146.98
1,1,1,1,1,308.86
1,1,1,1,1,20.05
1,1,1,1,1,952.28
1,1,1,1,1,133.52
1,1,1,1,1,246.83
1,1,1,1,1,33.44
1,1,1,1,1,33.48
1,1,1,1,1,197.12
1,1,1,1,1,50.45
1,1,1,1,1,286.84
1,1,1,1,1,171.92
1,1,1,1,1,292.67
1,1,1,1,1,9.24
1,1,1,1,1,67.85
1,1,1,1,1,257.15
1,1,1,1,1,146.46
1,1,1,1,1,848.39
1,1,1,1,1,189.43
1,1,1,1,1,111.18
1,1,1,1,1,281.86
1,1,1,1,1,256.76
1,1,1,1,1,262.53
1,1,1,1,1,115.32
1,1,1,1,1,252.21
1,1,1,1,1,133.27
1,1,1,1,1,463.31
1,1,1,1,1,50.45
1,1,1,1,1,250.96
1,1,1,1,1,244.27
1,1,1,1,1,145.23
1,1,1,1,1,84.94
1,1,1,1,1,128.42
1,1,1,1,1,200.75
1,1,1,1,1,170.92
1,1,1,1,1,176.84
1,1,1,1,1,427.04
1,1,1,1,1,177.1
1,1,1,1,1,160.62
1,1,1,1,1,115.58
1,1,1,1,1,36.01
1,1,1,1,1,342.09
1,1,1,1,1,334.37
1,1,1,1,1,145.23
1,1,1,1,1,321.5
1,1,1,1,1,179.87
1,1,1,1,1,193.03
1,1,1,1,1,794.59
1,1,1,1,1,172.19
1,1,1,1,1,465.72
1,1,1,1,1,334.11
1,1,1,1,1,66.76
1,1,1,1,1,302.5
1,1,1,1,1,951.89
1,1,1,1,1,450.18
1,1,1,1,1,92.64
1,1,1,1,1,874.93
1,1,1,1,1,460.11
1,1,1,1,1,628.59
1,1,1,1,1,14.11
1,1,1,1,1,66.9
1,1,1,1,1,720.48
1,1,1,1,1,180.16
1,1,1,1,1,46.31
1,1,1,1,1,51.22
3,2,1,3,3,55.946666666666665
1,1,1,1,1,115.81
1,1,1,1,1,254.22
1,1,1,1,1,771.96
1,1,1,1,1,250.86
1,1,1,1,1,51.45
1,1,1,1,1,488.45
1,1,1,1,1,544.26
2,1,1,2,1,377.97
1,1,1,1,1,373.21
1,1,1,1,1,586.0
1,1,1,1,1,141.29
1,1,1,1,1,7.98
1,1,1,1,1,334.37
1,1,1,1,1,334.63
1,1,1,1,1,653.27
1,1,1,1,1,358.57
1,1,1,1,1,250.94
1,1,1,1,1,282.94
1,1,1,1,1,130.47
1,1,1,1,1,101.4
1,1,1,1,1,102.94
1,1,1,1,1,380.85
1,1,1,1,1,258.16
1,1,1,1,1,763.97
1,1,1,1,1,38.35
1,1,1,1,1,244.53
1,1,1,1,1,33.21
1,1,1,1,1,130.48
1,1,1,1,1,172.46
1,1,1,1,1,24.17
1,1,1,1,1,161.87
1,1,1,1,1,630.62
1,1,1,1,1,500.79
1,1,1,1,1,73.36
1,1,1,1,1,975.57
1,1,1,1,1,347.42
1,1,1,1,1,286.35
1,1,1,1,1,339.52
1,1,1,1,1,116.57
1,1,1,1,1,257.13
1,1,1,1,1,317.83
1,1,1,1,1,128.56
1,1,1,1,1,965.02
1,1,1,1,1,745.94
1,1,1,1,1,277.42
1,1,1,1,1,123.56
1,1,1,1,1,135.01
1,1,1,1,1,15.16
1,1,1,1,1,83.14
1,1,1,1,1,295.76
1,1,1,1,1,772.71
1,1,1,1,1,154.04
1,1,1,1,1,806.82
1,1,1,1,1,75.53
1,1,1,1,1,136.94
1,1,1,1,1,154.42
1,1,1,1,1,190.22
1,1,1,1,1,694.71
2,1,2,2,1,422.625
1,1,1,1,1,136.17
1,1,1,1,1,60.23
2,1,1,2,2,467.4
1,1,1,1,1,20.05
1,1,1,1,1,833.74
1,1,1,1,1,210.96
1,1,1,1,1,33.21
1,1,1,1,1,146.46
1,1,1,1,1,168.34
1,1,1,1,1,118.06
1,1,1,1,1,204.1
1,1,1,1,1,212.11
1,1,1,1,1,84.43
1,1,1,1,1,179.93
1,1,1,1,1,109.4
1,1,1,1,1,254.55
1,1,1,1,1,437.57
1,1,1,1,1,643.23
1,1,1,1,1,99.69
1,1,1,1,1,12.84
1,1,1,1,1,283.23
1,1,1,1,1,746.2
1,1,1,1,1,94.98
1,1,1,1,1,84.43
1,1,1,1,1,591.75
1,1,1,1,1,161.88
1,1,1,1,1,170.14
1,1,1,1,1,205.38
1,1,1,1,1,198.2
1,1,1,1,1,84.94
1,1,1,1,1,178.9
1,1,1,1,1,461.14
1,1,1,1,1,63.06
1,1,1,1,1,189.97
1,1,1,1,1,43.5
1,1,1,1,1,33.21
1,1,1,1,1,308.86
1,1,1,1,1,26.71
1,1,1,1,1,33.44
1,1,1,1,1,592.01
1,1,1,1,1,28.06
1,1,1,1,1,254.57
1,1,1,1,1,43.5
1,1,1,1,1,380.96
1,1,1,1,1,83.42
1,1,1,1,1,257.38
1,1,1,1,1,106.8
1,1,1,1,1,26.23
2,1,1,2,2,46.295
1,1,1,1,1,130.74
1,1,1,1,1,19.31
1,1,1,1,1,227.75
2,2,1,2,2,28.19
1,1,1,1,1,591.78
1,1,1,1,1,70.79
1,1,1,1,1,128.68
1,1,1,1,1,88.29
1,1,1,1,1,128.45
1,1,1,1,1,540.53
1,1,1,1,1,38.59
1,1,1,1,1,95.5
1,1,1,1,1,229.2
1,1,1,1,1,82.7
1,1,1,1,1,97.81
1,1,1,1,1,239.13
1,1,1,1,1,73.34
1,1,1,1,1,347.47
1,1,1,1,1,459.21
1,1,1,1,1,118.38
1,1,1,1,1,257.38
1,1,1,1,1,141.03
1,1,1,1,1,171.36
1,1,1,1,1,89.61
1,1,1,1,1,36.01
1,1,1,1,1,640.29
1,1,1,1,1,22.93
1,1,1,1,1,386.08
1,1,1,1,1,225.85
1,1,1,1,1,225.87
1,1,1,1,1,67.84
1,1,1,1,1,898.09
1,1,1,1,1,131.53
1,1,1,1,1,33.72
1,1,1,1,1,99.77
1,1,1,1,1,231.64
1,1,1,1,1,696.13
1,1,1,1,1,142.63
1,1,1,1,1,568.85
1,1,1,1,1,99.62
1,1,1,1,1,459.59
1,1,1,1,1,118.15
1,1,1,1,1,955.84
1,1,1,1,1,285.4
1,1,1,1,1,73.36
1,1,1,1,1,69.47
1,1,1,1,1,158.31
1,1,1,1,1,179.92
1,1,1,1,1,245.73
1,1,1,1,1,38.61
1,1,1,1,1,398.95
1,1,1,1,1,284.86
2,2,1,2,2,391.385
1,1,1,1,1,72.31
1,1,1,1,1,388.11
1,1,1,1,1,173.27
1,1,1,1,1,157.53
1,1,1,1,1,143.12
1,1,1,1,1,51.48
1,1,1,1,1,70.53
1,1,1,1,1,463.31
1,1,1,1,1,593.37
1,1,1,1,1,154.19
1,1,1,1,1,586.86
1,1,1,1,1,177.27
1,1,1,1,1,161.14
1,1,1,1,1,257.82
1,1,1,1,1,230.89
1,1,1,1,1,166.67
1,1,1,1,1,16.19
1,1,1,1,1,46.08
1,1,1,1,1,145.19
1,1,1,1,1,25.46
1,1,1,1,1,382.25
1,1,1,1,1,169.86
1,1,1,1,1,308.86
1,1,1,1,1,131.53
1,1,1,1,1,83.14
1,1,1,1,1,401.53
1,1,1,1,1,900.64
1,1,1,1,1,25.71
1,1,1,1,1,874.93
1,1,1,1,1,22.63
1,1,1,1,1,108.03
1,1,1,1,1,228.68
1,1,1,1,1,215.35
1,1,1,1,1,735.91
1,1,1,1,1,42.21
1,1,1,1,1,218.49
1,1,1,1,1,243.26
1,1,1,1,1,74.62
1,1,1,1,1,51.22
1,1,1,1,1,226.49
1,1,1,1,1,250.97
1,1,1,1,1,301.14
1,1,1,1,1,977.89
1,1,1,1,1,463.07
1,1,1,1,1,230.04
1,1,1,1,1,89.84
1,1,1,1,1,759.09
1,1,1,1,1,130.99
1,1,1,1,1,8.37
1,1,1,1,1,578.88
1,1,1,1,1,249.0
1,1,1,1,1,13.62
1,1,1,1,1,373.5
1,1,1,1,1,89.84
1,1,1,1,1,771.96
1,1,1,1,1,721.74
1,1,1,1,1,720.46
1,1,1,1,1,26.49
1,1,1,1,1,161.65
1,1,1,1,1,159.18
1,1,1,1,1,486.48
1,1,1,1,1,45.69
1,1,1,1,1,207.7
1,1,1,1,1,793.1
1,1,1,1,1,348.12
1,1,1,1,1,241.16
1,1,1,1,1,48.65
1,1,1,1,1,179.9
1,1,1,1,1,56.63
1,1,1,1,1,33.44
1,1,1,1,1,260.24
1,1,1,1,1,120.38
1,1,1,1,1,373.21
1,1,1,1,1,241.94
1,1,1,1,1,115.32
1,1,1,1,1,746.17
1,1,1,1,1,261.73
1,1,1,1,1,149.3
1,1,1,1,1,227.15
1,1,1,1,1,59.18
1,1,1,1,1,146.46
1,1,1,1,1,334.6
1,1,1,1,1,972.74
1,1,1,1,1,51.22
1,1,1,1,1,793.92
1,1,1,1,1,295.48
1,1,1,1,1,149.04
1,1,1,1,1,460.5
1,1,1,1,1,468.48
1,1,1,1,1,771.94
1,1,1,1,1,370.64
1,1,1,1,1,229.22
1,1,1,1,1,285.4
1,1,1,1,1,120.96
1,1,1,1,1,86.87
2,1,1,2,2,249.41500000000002
1,1,1,1,1,385.84
1,1,1,1,1,45.05
1,1,1,1,1,131.64
1,1,1,1,1,936.69
1,1,1,1,1,172.17
1,1,1,1,1,208.5
1,1,1,1,1,25.71
1,1,1,1,1,57.66
1,1,1,1,1,44.27
1,1,1,1,1,8.67
1,1,1,1,1,213.59
1,1,1,1,1,262.3
1,1,1,1,1,41.16
1,1,1,1,1,751.34
1,1,1,1,1,643.23
1,1,1,1,1,113.45
1,1,1,1,1,252.8
1,1,1,1,1,101.65
1,1,1,1,1,131.64
1,1,1,1,1,138.74
1,1,1,1,1,101.7
1,1,1,1,1,102.96
1,1,1,1,1,369.38
2,1,1,2,1,669.7249999999999
1,1,1,1,1,246.23
1,1,1,1,1,160.76
1,1,1,1,1,62.15
1,1,1,1,1,237.43
1,1,1,1,1,975.57
2,2,1,2,2,27.61
1,1,1,1,1,35.25
1,1,1,1,1,89.84
1,1,1,1,1,90.58
1,1,1,1,1,250.93
1,1,1,1,1,172.19
1,1,1,1,1,729.85
1,1,1,1,1,598.21
1,1,1,1,1,872.35
1,1,1,1,1,179.64
1,1,1,1,1,177.61
1,1,1,1,1,90.07
1,1,1,1,1,135.01
1,1,1,1,1,276.71
1,1,1,1,1,131.02
1,1,1,1,1,48.88
1,1,1,1,1,370.65
1,1,1,1,1,138.67
1,1,1,1,1,70.53
1,1,1,1,1,261.68
1,1,1,1,1,411.83
1,1,1,1,1,123.56
1,1,1,1,1,128.45
1,1,1,1,1,731.04
1,1,1,1,1,458.42
1,1,1,1,1,250.97
1,1,1,1,1,146.46
1,1,1,1,1,160.57
1,1,1,1,1,55.34
1,1,1,1,1,43.76
1,1,1,1,1,378.53
1,1,1,1,1,128.45
1,1,1,1,1,51.48
1,1,1,1,1,380.68
1,1,1,1,1,566.3
1,1,1,1,1,172.22
1,1,1,1,1,192.77
1,1,1,1,1,23.05
1,1,1,1,1,25.48
1,1,1,1,1,141.0
1,1,1,1,1,159.91
1,1,1,1,1,257.15
1,1,1,1,1,154.44
1,1,1,1,1,151.86
1,1,1,1,1,488.56
1,1,1,1,1,121.73
1,1,1,1,1,161.91
1,1,1,1,1,720.66
1,1,1,1,1,256.41
1,1,1,1,1,172.72
1,1,1,1,1,43.5
1,1,1,1,1,131.64
1,1,1,1,1,509.65
1,1,1,1,1,38.35
1,1,1,1,1,245.21
1,1,1,1,1,975.57
1,1,1,1,1,204.48
1,1,1,1,1,250.82
1,1,1,1,1,149.27
1,1,1,1,1,31.66
2,1,1,2,1,355.885
1,1,1,1,1,180.13
1,1,1,1,1,130.48
1,1,1,1,1,378.37
1,1,1,1,1,133.59
1,1,1,1,1,411.56
1,1,1,1,1,291.92
1,1,1,1,1,69.47
1,1,1,1,1,333.44
1,1,1,1,1,89.32
1,1,1,1,1,138.99
1,1,1,1,1,33.21
1,1,1,1,1,174.18
1,1,1,1,1,437.59
1,1,1,1,1,123.56
1,1,1,1,1,670.81
1,1,1,1,1,92.32
1,1,1,1,1,25.74
1,1,1,1,1,370.67
1,1,1,1,1,48.19
1,1,1,1,1,172.22
1,1,1,1,1,736.03
1,1,1,1,1,380.05
1,1,1,1,1,849.42
1,1,1,1,1,179.93
1,1,1,1,1,96.45
1,1,1,1,1,33.44
1,1,1,1,1,131.64
1,1,1,1,1,796.04
1,1,1,1,1,321.52
1,1,1,1,1,94.96
1,1,1,1,1,53.02
1,1,1,1,1,359.6
1,1,1,1,1,453.01
1,1,1,1,1,244.1
1,1,1,1,1,100.39
1,1,1,1,1,77.19
1,1,1,1,1,23.04
1,1,1,1,1,280.25
1,1,1,1,1,189.71
1,1,1,1,1,195.06
1,1,1,1,1,94.65
1,1,1,1,1,51.46
1,1,1,1,1,200.47
1,1,1,1,1,411.83
1,1,1,1,1,308.86
1,1,1,1,1,250.84
1,1,1,1,1,314.01
1,1,1,1,1,577.72
1,1,1,1,1,33.44
1,1,1,1,1,141.55
1,1,1,1,1,460.51
1,1,1,1,1,705.11
1,1,1,1,1,345.36
1,1,1,1,1,334.6
1,1,1,1,1,190.44
1,1,1,1,1,725.09
1,1,1,1,1,140.27
1,1,1,1,1,127.93
1,1,1,1,1,185.67
1,1,1,1,1,771.94
1,1,1,1,1,180.16
1,1,1,1,1,643.49
1,1,1,1,1,257.12
1,1,1,1,1,35.78
1,1,1,1,1,952.08
1,1,1,1,1,53.8
1,1,1,1,1,130.25
1,1,1,1,1,19.62
1,1,1,1,1,442.1
1,1,1,1,1,288.37
1,1,1,1,1,975.56
1,1,1,1,1,21.08
1,1,1,1,1,289.58
1,1,1,1,1,90.07
1,1,1,1,1,617.62
1,1,1,1,1,169.86
1,1,1,1,1,469.77
1,1,1,1,1,525.11
1,1,1,1,1,218.25
1,1,1,1,1,133.07
1,1,1,1,1,313.96
1,1,1,1,1,90.07
1,1,1,1,1,386.08
1,1,1,1,1,282.89
1,1,1,1,1,32.9
2,1,1,2,1,611.8399999999999
1,1,1,1,1,228.72
1,1,1,1,1,122.01
1,1,1,1,1,177.61
1,1,1,1,1,225.66
1,1,1,1,1,98.2
1,1,1,1,1,153.67
1,1,1,1,1,514.56
1,1,1,1,1,244.86
2,1,1,2,2,114.255
1,1,1,1,1,243.22
1,1,1,1,1,504.38
1,1,1,1,1,334.6
1,1,1,1,1,284.08
1,1,1,1,1,130.99
1,1,1,1,1,154.42
1,1,1,1,1,189.84
1,1,1,1,1,45.82
1,1,1,1,1,46.31
1,1,1,1,1,61.68
1,1,1,1,1,82.34
1,1,1,1,1,51.22
1,1,1,1,1,583.59
1,1,1,1,1,931.79
1,1,1,1,1,151.61
1,1,1,1,1,138.23
1,1,1,1,1,111.71
1,1,1,1,1,527.66
1,1,1,1,1,308.86
2,1,1,2,2,152.745
1,1,1,1,1,53.8
1,1,1,1,1,46.31
1,1,1,1,1,177.27
1,1,1,1,1,274.86
1,1,1,1,1,44.0
1,1,1,1,1,23.14
1,1,1,1,1,849.52
1,1,1,1,1,46.31
1,1,1,1,1,898.09
1,1,1,1,1,102.71
1,1,1,1,1,131.64
1,1,1,1,1,433.92
1,1,1,1,1,188.37
1,1,1,1,1,92.67
1,1,1,1,1,102.58
1,1,1,1,1,130.25
1,1,1,1,1,79.02
1,1,1,1,1,21.85
1,1,1,1,1,131.28
1,1,1,1,1,271.31
1,1,1,1,1,93.56
1,1,1,1,1,41.16
1,1,1,1,1,51.46
1,1,1,1,1,30.89
1,1,1,1,1,127.15
1,1,1,1,1,514.56
1,1,1,1,1,619.06
1,1,1,1,1,369.89
1,1,1,1,1,130.99
1,1,1,1,1,173.23
1,1,1,1,1,143.4
1,1,1,1,1,77.2
1,1,1,1,1,131.51
1,1,1,1,1,102.71
1,1,1,1,1,788.14
1,1,1,1,1,64.61
1,1,1,1,1,370.4
1,1,1,1,1,18.47
1,1,1,1,1,798.4
1,1,1,1,1,525.11
1,1,1,1,1,130.99
1,1,1,1,1,538.79
1,1,1,1,1,12.84
1,1,1,1,1,83.13
1,1,1,1,1,66.41
2,1,1,2,2,258.54
1,1,1,1,1,70.53
1,1,1,1,1,553.3
1,1,1,1,1,64.33
1,1,1,1,1,952.28
1,1,1,1,1,245.28
1,1,1,1,1,231.64
1,1,1,1,1,154.42
1,1,1,1,1,106.56
1,1,1,1,1,171.56
1,1,1,1,1,499.37
1,1,1,1,1,288.27
1,1,1,1,1,149.03
1,1,1,1,1,89.91
1,1,1,1,1,622.26
1,1,1,1,1,243.45
1,1,1,1,1,22.88
1,1,1,1,1,395.05
1,1,1,1,1,107.47
1,1,1,1,1,380.64
1,1,1,1,1,383.51
1,1,1,1,1,368.86
1,1,1,1,1,230.79
1,1,1,1,1,551.1
1,1,1,1,1,581.16
1,1,1,1,1,308.63
1,1,1,1,1,286.22
1,1,1,1,1,383.51
1,1,1,1,1,771.45
1,1,1,1,1,118.15
1,1,1,1,1,107.71
1,1,1,1,1,178.9
1,1,1,1,1,159.33
1,1,1,1,1,42.47
1,1,1,1,1,131.53
1,1,1,1,1,20.57
1,1,1,1,1,107.85
1,1,1,1,1,161.93
1,1,1,1,1,141.57
1,1,1,1,1,459.21
1,1,1,1,1,51.48
1,1,1,1,1,15.42
1,1,1,1,1,22.88
1,1,1,1,1,159.3
1,1,1,1,1,164.71
1,1,1,1,1,161.75
1,1,1,1,1,721.24
1,1,1,1,1,535.63
1,1,1,1,1,107.6
1,1,1,1,1,128.45
1,1,1,1,1,36.01
1,1,1,1,1,82.37
1,1,1,1,1,223.74
1,1,1,1,1,257.15
1,1,1,1,1,175.01
2,1,1,2,2,749.845
1,1,1,1,1,740.62
1,1,1,1,1,928.4
1,1,1,1,1,74.39
1,1,1,1,1,731.16
1,1,1,1,1,43.5
1,1,1,1,1,349.81
1,1,1,1,1,231.64
1,1,1,1,1,43.73
1,1,1,1,1,131.51
1,1,1,1,1,460.54
1,1,1,1,1,293.18
1,1,1,1,1,367.81
1,1,1,1,1,141.32
1,1,1,1,1,17.22
1,1,1,1,1,694.72
1,1,1,1,1,469.77
1,1,1,1,1,616.64
1,1,1,1,1,542.86
1,1,1,1,1,190.46
1,1,1,1,1,392.78
1,1,1,1,1,197.95
